#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2014-04-03T13:10:04 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ533d5b416595	
#INFO	-out.max=unlimited	
#INFO	queryParameters=41	
#-oc.form=dec
#-out.max=unlimited
#-out.all=1
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-nav=cat:VII/196&tab:{VII/196/north}&tab:{VII/196/south}&key:source=VII/196/north&key:source=VII/196/south&HTTPPRM:&&-ref=VIZ533d5b416595&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-order=I&-oc.form=sexa&-meta.foot=1&-meta=1&-meta.ucd=2&-file=.&-meta=1&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-x.rs=10
#-source=VII/196/north,VII/196/south
#-order=I
#-out=recno
#-out=Shk
#-sort=Shk
#-out=m_Shk
#-out=Object
#-out=RAJ2000
#-out=DEJ2000
#-out=n_DEs
#-out=Star
#-out=Vmag
#-out=Rmag
#-out=RV
#-out.all=1
#-out=z
#-out=Note
#-out=Object
#-out=m_Object
#-out=RA2000
#-out=DE2000
#-out=a
#-out=e
#-out=PA
#-out=bjg
#-out=bjs
#-out=Area
#-out=Class
#-out=Notes
#-out.all=1
#
#INFO	CatalogsExamined=2	
#  2 catalogues with potential matches were examined.
#

#RESOURCE=yCat_7196
#Name: VII/196
#Title: Shakhbazian compact groups of galaxies (Stoll+ 1993-97)
#Table	VII_196_north:
#Name: VII/196/north
#Title: Northern part (from POSS)
#Column	_RAJ2000	(F8.4)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F8.4)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	recno	(I8)	Record number within the original table (starting from 1)	[ucd=meta.record]
#Column	Shk	(I3)	Group name (Shakhbazian+, Cat. <VII/89>) (1)	[ucd=meta.id.part;meta.main]
#Column	m_Shk	(A1)	[a] Group 340 divided in 2 parts	[ucd=meta.code.multip]
#Column	Object	(I2)	Object number within group	[ucd=meta.id.part;meta.main]
#Column	RAJ2000	(A10)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	n_DEs	(A1)	[?H] Origin of positions (2)	[ucd=meta.note]
#Column	Star	(A1)	[S] S: object probably a star	[ucd=src.class]
#Column	Vmag	(F5.2)	? V magnitude	[ucd=phot.mag;em.opt.V]
#Column	Rmag	(F5.2)	? R magnitude	[ucd=phot.mag;em.opt.R]
#Column	RV	(I5)	? Radial velocity [NULL integer written as an empty string]	[ucd=phys.veloc;pos.heliocentric]
#Column	z	(F7.4)	? Redshift (3)	[ucd=src.redshift]
#Column	Note	(a56)	Other name or remark	[ucd=meta.id]
#_RAJ2000|_DEJ2000|recno|Shk|m_Shk|Object|RAJ2000|DEJ2000|n_DEs|Star|Vmag|Rmag|RV|z|Note
#deg|deg| | | | |"h:m:s"|"d:m:s"| | |mag|mag|km/s| |
#--------|--------|--------|---|-|--|----------|---------|-|-|-----|-----|-----|-------|--------------------------------------------------------
325.1904|-14.2650|    5995|296|  | |21 40 45.7|-14 15 54| 0.0466| 0.30| 20|21.15|20.86|   16|S|
325.1904|-14.3025|    5996|296|  | |21 40 45.7|-14 18 09| 0.0931| 0.39| 21|18.88|16.70|   53|S|
325.1908|-14.2719|    5997|296|  | |21 40 45.8|-14 16 19| 0.0537| 0.09|  7|20.33|19.36|   26|G|
325.1921|-14.2897|    5998|296|  | |21 40 46.1|-14 17 23| 0.0716| 0.17| 12|19.22|17.33|   44|S|
325.1933|-14.2464|    5999|296|  | |21 40 46.4|-14 14 47| 0.0466| 0.33|170|21.20|20.95|   15|S|
325.1937|-14.3642|    6000|296|  | |21 40 46.5|-14 21 51| 0.0877| 0.19| 18|18.50|16.01|   63|S|
325.1946|-14.2947|    6001|296|  | |21 40 46.7|-14 17 41| 0.0555| 0.47| 29|20.93|20.46|   17|S|
325.1946|-14.3578|    6002|296|  | |21 40 46.7|-14 21 28| 0.0698| 0.11| 40|19.25|17.38|   44|G|
325.1950|-14.3547|    6003|296|  | |21 40 46.8|-14 21 17| 0.0394| 0.28|  0|21.39|21.25|   12|S|
325.1983|-14.2558|    6004|296|  | |21 40 47.6|-14 15 21| 0.0501| 0.39| 32|20.90|20.41|   16|S|
325.1992|-14.3650|    6005|296|  | |21 40 47.8|-14 21 54| 0.0752| 0.53| 28|20.58|19.81|   25|G|
325.2004|-14.3006|    6006|296|  | |21 40 48.1|-14 18 02| 0.0680| 0.14|175|19.33|17.53|   41|S|
325.2008|-14.2683|    6007|296|  | |21 40 48.2|-14 16 06| 0.0466| 0.22|  0|20.62|19.90|   18|S|
325.2017|-14.3161|    6008|296|  | |21 40 48.4|-14 18 58| 0.0537| 0.09|  0|20.02|18.80|   26|S|
325.2025|-14.3453|    6009|296|  | |21 40 48.6|-14 20 43| 0.0537| 0.24| 27|20.21|19.15|   22|S|
325.2037|-14.2283|    6010|296|  | |21 40 48.9|-14 13 42| 0.1200| 0.42| 62|18.88|16.70|   81|G|
325.2037|-14.3139|    6011|296|  | |21 40 48.9|-14 18 50| 0.0680| 0.14| 49|19.28|17.44|   40|S|
325.2042|-14.2906|    6012|296|  | |21 40 49.0|-14 17 26| 0.0376| 0.27| 18|21.68|21.74|   10|F|
325.2054|-14.2319|    6013|296|  | |21 40 49.3|-14 13 55| 0.1379| 0.41|103|18.36|15.78|  108|G|
325.2054|-14.3358|    6014|296|  | |21 40 49.3|-14 20 09| 0.0412| 0.35| 30|21.55|21.52|   11|S|
325.2071|-14.3608|    6015|296|  | |21 40 49.7|-14 21 39| 0.0734| 0.09|  6|19.07|17.06|   49|S|
325.2087|-14.2286|    6016|296|  | |21 40 50.1|-14 13 43| 0.0519| 0.16|  3|20.38|19.47|   24|S|
325.2092|-14.3381|    6017|296|  | |21 40 50.2|-14 20 17| 0.0376| 0.39| 27|21.95|22.22|   10|F|
325.2100|-14.3136|    6018|296|  | |21 40 50.4|-14 18 49| 0.0752| 0.24| 14|19.09|17.09|   44|S|
325.2100|-14.2256|    6019|296|  | |21 40 50.4|-14 13 32| 0.0376| 0.16| 45|21.56|21.58|   13|F|
325.2100|-14.3164|    6020|296|  | |21 40 50.4|-14 18 59| 0.0555| 0.38| 22|20.91|20.42|   19|S|
325.2100|-14.2594|    6021|296|  | |21 40 50.4|-14 15 34| 0.0824| 0.14|174|18.62|16.23|   59|S|
325.2125|-14.2358|    6022|296|  | |21 40 51.0|-14 14 09| 0.0895| 0.19| 13|18.55|16.10|   64|S|
325.2125|-14.3003|    6023|296|  | |21 40 51.0|-14 18 01| 0.1092| 0.08|  7|17.94|15.02|  104|S|
325.2133|-14.2867|    6024|296|  | |21 40 51.2|-14 17 12| 0.0483| 0.28| 23|20.95|20.50|   18|S|
325.2146|-14.2342|    6025|296|  | |21 40 51.5|-14 14 03| 0.0895| 0.28| 85|19.27|17.42|   59|G|
325.2154|-14.2569|    6026|296|  | |21 40 51.7|-14 15 25| 0.0412| 0.14| 45|21.35|21.22|   15|S|
325.2162|-14.3533|    6027|296|  | |21 40 51.9|-14 21 12| 0.0376| 0.30| 75|21.81|21.99|   11|F|
325.2175|-14.2594|    6028|296|  | |21 40 52.2|-14 15 34| 0.0627| 0.13|133|19.95|18.66|   35|G|
325.2179|-14.2122|    6029|296|  | |21 40 52.3|-14 12 44| 0.0680| 0.22|  2|19.33|17.56|   37|S|
325.2196|-14.3631|    6030|296|  | |21 40 52.7|-14 21 47| 0.0376| 0.14|104|21.43|21.34|   13|S|
325.2225|-14.2883|    6031|296|  | |21 40 53.4|-14 17 18| 0.0895| 0.38| 17|19.27|17.40|   50|G|
325.2242|-14.3703|    6032|296|  | |21 40 53.8|-14 22 13| 0.0412| 0.27| 45|21.10|20.75|   14|S|
325.2250|-14.2339|    6033|296|  | |21 40 54.0|-14 14 02| 0.0448| 0.35| 27|21.06|20.69|   13|S|
325.2267|-14.2178|    6034|296|  | |21 40 54.4|-14 13 04| 0.0376| 0.30| 16|21.85|22.08|   11|F|
325.2279|-14.3653|    6035|296|  | |21 40 54.7|-14 21 55| 0.0591| 0.20|167|19.87|18.53|   29|S|
325.2292|-14.2478|    6036|296|  | |21 40 55.0|-14 14 52| 0.0752| 0.55| 13|20.32|19.36|   27|G|
325.2292|-14.2969|    6037|296|  | |21 40 55.0|-14 17 49| 0.1862| 0.47|129|17.80|14.83|  175|G|
325.2292|-14.2633|    6038|296|  | |21 40 55.0|-14 15 48| 0.0340| 0.00|   |21.55|21.54|   12|S|
325.2304|-14.2536|    6039|296|  | |21 40 55.3|-14 15 13| 0.0573| 0.14| 12|20.25|19.24|   28|G|
325.2304|-14.2775|    6040|296|  | |21 40 55.3|-14 16 39| 0.0412| 0.27|136|21.55|21.56|   14|F|
325.2312|-14.3583|    6041|296|  | |21 40 55.5|-14 21 30| 0.0519| 0.08|  1|20.09|18.93|   26|S|
325.2325|-14.2756|    6042|296|  | |21 40 55.8|-14 16 32| 0.0483| 0.30|150|21.14|20.84|   17|S|
325.2325|-14.2742|    6043|296|  | |21 40 55.8|-14 16 27| 0.0537| 0.31| 88|20.90|20.41|   20|G|
325.2333|-14.2694|    6044|296|  | |21 40 56.0|-14 16 10| 0.0483| 0.44|174|21.55|21.56|   14|F|
325.2358|-14.3603|    6045|296|  | |21 40 56.6|-14 21 37| 0.0591| 0.39| 69|20.99|20.55|   22|G|
325.2362|-14.3683|    6046|296|  | |21 40 56.7|-14 22 06| 0.0376| 0.39|  7|21.93|22.17|    9|F|
325.2375|-14.2136|    6047|296|  | |21 40 57.0|-14 12 49| 0.0448| 0.25|176|21.10|20.78|   16|S|
325.2379|-14.3586|    6048|296|  | |21 40 57.1|-14 21 31| 0.0430| 0.42|  3|21.63|21.68|   11|F|
325.2379|-14.2411|    6049|296|  | |21 40 57.1|-14 14 28| 0.0376| 0.16| 46|21.43|21.34|   13|S|
325.2383|-14.2214|    6050|296|  | |21 40 57.2|-14 13 17| 0.0412| 0.24| 25|21.41|21.31|   14|S|
325.2408|-14.3358|    6051|296|  | |21 40 57.8|-14 20 09| 0.0627| 0.17| 15|19.71|18.23|   33|S|
325.2421|-14.3400|    6052|296|  | |21 40 58.1|-14 20 24| 0.0376| 0.16| 46|21.63|21.70|   13|F|
325.2425|-14.2794|    6053|296|  | |21 40 58.2|-14 16 46| 0.0519| 0.44|142|21.48|21.45|   15|G|
325.2433|-14.3669|    6054|296|  | |21 40 58.4|-14 22 01| 0.0698| 0.53| 22|20.88|20.35|   23|G|
325.2454|-14.2947|    6055|296|  | |21 40 58.9|-14 17 41| 0.0949| 0.31|  7|19.81|18.37|   55|G|
325.2454|-14.3689|    6056|296|  | |21 40 58.9|-14 22 08| 0.0806| 0.28| 55|19.25|17.38|   44|S|
325.2458|-14.3297|    6057|296|  | |21 40 59.0|-14 19 47| 0.0627| 0.31| 13|20.34|19.38|   27|G|
325.2462|-14.2969|    6058|296|  | |21 40 59.1|-14 17 49| 0.0448| 0.24| 16|20.98|20.55|   17|S|
325.2467|-14.2819|    6059|296|  | |21 40 59.2|-14 16 55| 0.0376| 0.30| 16|21.51|21.45|   11|S|
325.2479|-14.2331|    6060|296|  | |21 40 59.5|-14 13 59| 0.0412| 0.05|  1|20.71|20.06|   17|S|
325.2483|-14.3303|    6061|296|  | |21 40 59.6|-14 19 49| 0.0537| 0.58|168|21.54|21.54|   13|S|
325.2483|-14.2475|    6062|296|  | |21 40 59.6|-14 14 51| 0.0412| 0.08| 30|21.02|20.64|   16|S|
325.2483|-14.3650|    6063|296|  | |21 40 59.6|-14 21 54| 0.0519| 0.20| 24|20.33|19.36|   22|S|
325.2483|-14.3572|    6064|296|  | |21 40 59.6|-14 21 26| 0.0841| 0.11| 37|19.25|17.36|   63|G|
325.2492|-14.3511|    6065|296|  | |21 40 59.8|-14 21 04| 0.0555| 0.59| 20|21.61|21.67|   13|F|
325.2492|-14.3489|    6066|296|  | |21 40 59.8|-14 20 56| 0.1289| 0.48|157|19.15|17.18|   81|G|
325.2496|-14.3428|    6067|296|  | |21 40 59.9|-14 20 34| 0.0859| 0.13| 10|18.52|16.05|   65|S|
325.2500|-14.3556|    6068|296|  | |21 41 00.0|-14 21 20| 0.0501| 0.09| 46|20.37|19.43|   24|S|
325.2500|-14.3261|    6069|296|  | |21 41 00.0|-14 19 34| 0.0376| 0.30| 16|21.71|21.81|   11|F|
325.2504|-14.2908|    6070|296|  | |21 41 00.1|-14 17 27| 0.0698| 0.14| 33|19.07|17.06|   42|S|
325.2512|-14.2358|    6071|296|  | |21 41 00.3|-14 14 09| 0.0483| 0.30| 32|20.95|20.50|   17|S|
325.2525|-14.2206|    6072|296|  | |21 41 00.6|-14 13 14| 0.0501| 0.23|167|20.82|20.26|   20|S|
325.2529|-14.2972|    6073|296|  | |21 41 00.7|-14 17 50| 0.0448| 0.17| 49|20.63|19.92|   17|S|
325.2533|-14.2581|    6074|296|  | |21 41 00.8|-14 15 29| 0.0358| 0.14| 19|21.73|21.86|   11|F|
325.2558|-14.3106|    6075|296|  | |21 41 01.4|-14 18 38| 0.0358| 0.42| 20|21.97|22.19|    8|F|
325.2567|-14.3636|    6076|296|  | |21 41 01.6|-14 21 49| 0.1003| 0.78|151|21.60|21.65|   15|F|
325.2571|-14.2831|    6077|296|  | |21 41 01.7|-14 16 59| 0.0394| 0.25| 33|21.76|21.92|   12|F|
325.2575|-14.3589|    6078|296|  | |21 41 01.8|-14 21 32| 0.0806| 0.20|179|19.28|17.42|   51|G|
325.2579|-14.2128|    6079|296|  | |21 41 01.9|-14 12 46| 0.0609| 0.20| 15|19.67|18.17|   31|S|
325.2587|-14.3256|    6080|296|  | |21 41 02.1|-14 19 32| 0.0591| 0.33|129|20.95|20.50|   21|G|
325.2600|-14.3683|    6081|296|  | |21 41 02.4|-14 22 06| 0.0412| 0.24| 25|20.98|20.53|   14|S|
325.2600|-14.3244|    6082|296|  | |21 41 02.4|-14 19 28| 0.0448| 0.05| 14|21.11|20.78|   19|G|
325.2612|-14.3025|    6083|296|  | |21 41 02.7|-14 18 09| 0.0376| 0.30|166|21.63|21.67|   11|F|
325.2612|-14.2858|    6084|296|  | |21 41 02.7|-14 17 09| 0.0483| 0.24| 78|20.96|20.51|   19|G|
325.2621|-14.3714|    6085|296|  | |21 41 02.9|-14 22 17| 0.0448| 0.17| 43|20.67|19.99|   17|S|
325.2642|-14.2700|    6086|296|  | |21 41 03.4|-14 16 12| 0.0466| 0.52|157|21.75|21.88|   11|F|
325.2662|-14.3492|    6087|296|  | |21 41 03.9|-14 20 57| 0.0573| 0.17|137|20.19|19.11|   27|S|
325.2667|-14.2283|    6088|296|  | |21 41 04.0|-14 13 42| 0.0483| 0.24| 14|21.04|20.66|   19|G|
325.2675|-14.2969|    6089|296|  | |21 41 04.2|-14 17 49| 0.0913| 0.19| 19|18.43|15.89|   67|S|
325.2687|-14.2403|    6090|296|  | |21 41 04.5|-14 14 25| 0.0430| 0.08| 83|21.13|20.82|   16|S|
325.2692|-14.3233|    6091|296|  | |21 41 04.6|-14 19 24| 0.0501| 0.23| 19|20.74|20.12|   19|S|
325.2696|-14.3328|    6092|296|  | |21 41 04.7|-14 19 58| 0.0448| 0.30| 28|21.42|21.32|   15|G|
325.2700|-14.2933|    6093|296|  | |21 41 04.8|-14 17 36| 0.0806| 0.16| 17|18.78|16.52|   54|S|
325.2704|-14.3453|    6094|296|  | |21 41 04.9|-14 20 43| 0.1200| 0.69| 12|19.97|18.68|   40|G|
325.2708|-14.3625|    6095|296|  | |21 41 05.0|-14 21 45| 0.0448| 0.39|  1|21.44|21.36|   13|S|
325.2712|-14.3592|    6096|296|  | |21 41 05.1|-14 21 33| 0.1593| 0.33|139|17.98|15.17|  168|G|
325.2712|-14.3089|    6097|296|  | |21 41 05.1|-14 18 32| 0.0412| 0.17|175|21.00|20.57|   15|S|
325.2725|-14.3533|    6098|296|  | |21 41 05.4|-14 21 12| 0.0555| 0.36| 89|21.18|20.91|   20|G|
325.2725|-14.3486|    6099|296|  | |21 41 05.4|-14 20 55| 0.0466| 0.38| 30|21.55|21.56|   14|F|
325.2737|-14.3444|    6100|296|  | |21 41 05.7|-14 20 40| 0.0680| 0.49| 60|20.94|20.48|   22|G|
325.2742|-14.2228|    6101|296|  | |21 41 05.8|-14 13 22| 0.0394| 0.36|  1|21.49|21.41|   11|S|
325.2750|-14.2500|    6102|296|  | |21 41 06.0|-14 15 00| 0.0430| 0.09| 54|21.02|20.62|   17|S|
325.2762|-14.2286|    6103|296|  | |21 41 06.3|-14 13 43| 0.0448| 0.38| 61|21.71|21.85|   13|F|
325.2767|-14.2344|    6104|296|  | |21 41 06.4|-14 14 04| 0.0645| 0.16| 26|19.46|17.78|   35|S|
325.2767|-14.3503|    6105|296|  | |21 41 06.4|-14 21 01| 0.2542| 0.16|125|16.72|12.90|  507|G|
325.2767|-14.3728|    6106|296|  | |21 41 06.4|-14 22 22| 0.0627| 0.33| 21|20.08|18.91|   27|S|
325.2779|-14.3106|    6107|296|  | |21 41 06.7|-14 18 38| 0.0806| 0.47| 78|20.24|19.18|   33|G|
325.2779|-14.2856|    6108|296|  | |21 41 06.7|-14 17 08| 0.0734| 0.22| 30|19.21|17.31|   43|S|
325.2783|-14.2097|    6109|296|  | |21 41 06.8|-14 12 35| 0.0770| 0.08| 29|19.31|17.47|   55|G|
325.2787|-14.3183|    6110|296|  | |21 41 06.9|-14 19 06| 0.0537| 0.19| 21|20.29|19.31|   24|S|
325.2796|-14.3531|    6111|296|  | |21 41 07.1|-14 21 11| 0.1647| 0.34|134|17.98|15.17|  167|G|
325.2796|-14.2208|    6112|296|  | |21 41 07.1|-14 13 15| 0.1128| 0.17|  9|17.86|14.88|  105|S|
325.2808|-14.3236|    6113|296|  | |21 41 07.4|-14 19 25| 0.0448| 0.00|   |20.52|19.72|   21|S|
325.2812|-14.2611|    6114|296|  | |21 41 07.5|-14 15 40| 0.0877| 0.11|  8|18.38|15.80|   69|S|
325.2817|-14.2747|    6115|296|  | |21 41 07.6|-14 16 29| 0.1593| 0.05| 50|17.02|13.46|  215|S|
325.2821|-14.3550|    6116|296|  | |21 41 07.7|-14 21 18| 0.0662| 0.45|179|20.69|20.01|   24|G|
325.2833|-14.3331|    6117|296|  | |21 41 08.0|-14 19 59| 0.0412| 0.35| 31|21.68|21.76|   11|F|
325.2833|-14.3397|    6118|296|  | |21 41 08.0|-14 20 23| 0.0304| 0.22| 46|21.88|22.04|    8|F|
325.2837|-14.3614|    6119|296|  | |21 41 08.1|-14 21 41| 0.0466| 0.24|172|21.11|20.78|   17|S|
325.2837|-14.3642|    6120|296|  | |21 41 08.1|-14 21 51| 0.0448| 0.24|166|21.01|20.60|   17|S|
325.2858|-14.3561|    6121|296|  | |21 41 08.6|-14 21 22| 0.0412| 0.33| 35|21.51|21.47|   12|S|
325.2867|-14.2594|    6122|296|  | |21 41 08.8|-14 15 34| 0.0501| 0.23| 48|20.93|20.46|   20|G|
325.2875|-14.3267|    6123|296|  | |21 41 09.0|-14 19 36| 0.0537| 0.14| 84|20.38|19.45|   26|G|
325.2879|-14.3217|    6124|296|  | |21 41 09.1|-14 19 18| 0.0376| 0.21| 56|21.40|21.27|   12|S|
325.2879|-14.3464|    6125|296|  | |21 41 09.1|-14 20 47| 0.0519| 0.50|  6|21.41|21.31|   15|G|
325.2896|-14.3300|    6126|296|  | |21 41 09.5|-14 19 48| 0.0483| 0.33|  1|20.75|20.14|   16|S|
325.5683|-10.8892|    6127|297| 1| |21 42 16.4|-10 53 21| 0.0537| 0.19| 13|20.34|19.60|   23|S|
325.5721|-10.8906|    6128|297| 2| |21 42 17.3|-10 53 26| 0.0537| 0.17|175|20.36|19.64|   25|S|
325.5729|-10.8931|    6129|297| 3| |21 42 17.5|-10 53 35| 0.0573| 0.06|122|19.97|18.86|   31|S|
325.5750|-10.8969|    6130|297| 4| |21 42 18.0|-10 53 49| 0.1003| 0.38| 47|19.13|17.28|   64|G|16
325.5954|-10.8861|    6131|297| 5| |21 42 22.9|-10 53 10| 0.0591| 0.13|129|19.93|18.78|   32|S|
325.5879|-10.8861|    6132|297| 6| |21 42 21.1|-10 53 10| 0.0645| 0.23| 29|19.97|18.86|   32|S|
325.5862|-10.8925|    6133|297| 7| |21 42 20.7|-10 53 33| 0.0537| 0.14|170|20.24|19.40|   25|S|
325.5904|-10.8975|    6134|297| 8| |21 42 21.7|-10 53 51| 0.0555| 0.16|145|20.23|19.38|   27|S|
325.5733|-10.8994|    6135|297| 9| |21 42 17.6|-10 53 58| 0.0555| 0.09| 26|20.14|19.21|   29|S|
325.5525|-10.9258|    6136|297| A| |21 42 12.6|-10 55 33| 0.0770| 0.19| 27|19.21|17.37|   48|S|
325.5475|-10.8492|    6137|297| B| |21 42 11.4|-10 50 57| 0.1056| 0.05| 38|18.28|15.81|  108|G|
325.5954|-10.8761|    6138|297| C| |21 42 22.9|-10 52 34| 0.0841| 0.17|  2|18.86|16.73|   60|S|
325.5908|-10.9200|    6139|297| D| |21 42 21.8|-10 55 12| 0.0859| 0.16|  8|18.81|16.65|   64|S|
325.4921|-10.9317|    6140|297|  | |21 41 58.1|-10 55 54| 0.0376| 0.30| 15|21.96|22.83|   11|F|
325.4929|-10.8803|    6141|297|  | |21 41 58.3|-10 52 49| 0.0770| 0.11| 15|19.06|17.10|   54|S|
325.4929|-10.9356|    6142|297|  | |21 41 58.3|-10 56 08| 0.0680| 0.20|  2|19.64|18.19|   39|S|
325.4929|-10.9447|    6143|297|  | |21 41 58.3|-10 56 41| 0.0645| 0.19| 35|19.74|18.39|   35|S|
325.4937|-10.9247|    6144|297|  | |21 41 58.5|-10 55 29| 0.0627| 0.33| 84|20.70|20.28|   27|G|
325.4967|-10.8758|    6145|297|  | |21 41 59.2|-10 52 33| 0.0483| 0.44|173|21.32|21.57|   14|S|
325.4971|-10.9436|    6146|297|  | |21 41 59.3|-10 56 37| 0.0412| 0.13| 14|21.16|21.25|   15|S|
325.4979|-10.9208|    6147|297|  | |21 41 59.5|-10 55 15| 0.0680| 0.31| 46|20.14|19.19|   30|S|
325.4992|-10.8481|    6148|297|  | |21 41 59.8|-10 50 53| 0.0555| 0.13| 32|20.25|19.40|   28|S|
325.5000|-10.9433|    6149|297|  | |21 42 00.0|-10 56 36| 0.0698| 0.19| 23|19.74|18.41|   39|S|
325.5012|-10.9492|    6150|297|  | |21 42 00.3|-10 56 57| 0.0430| 0.14|169|21.30|21.51|   17|S|
325.5025|-10.8883|    6151|297|  | |21 42 00.6|-10 53 18| 0.0770| 0.22|176|19.39|17.73|   46|S|
325.5050|-10.9403|    6152|297|  | |21 42 01.2|-10 56 25| 0.0466| 0.09|117|20.82|20.55|   20|S|
325.5054|-10.9589|    6153|297|  | |21 42 01.3|-10 57 32| 0.0483| 0.25| 55|21.29|21.49|   18|S|
325.5071|-10.8336|    6154|297|  | |21 42 01.7|-10 50 01| 0.1790| 0.03| 17|17.13|13.81|  260|S|
325.5075|-10.9150|    6155|297|  | |21 42 01.8|-10 54 54| 0.0466| 0.06|110|20.78|20.46|   21|S|
325.5096|-10.9806|    6156|297|  | |21 42 02.3|-10 58 50| 0.0448| 0.05| 63|20.95|20.81|   19|S|
325.5125|-10.9225|    6157|297|  | |21 42 03.0|-10 55 21| 0.0645| 0.27| 73|20.24|19.36|   31|G|
325.5146|-10.9436|    6158|297|  | |21 42 03.5|-10 56 37| 0.0806| 0.09|152|19.02|17.02|   58|S|
325.5150|-10.8356|    6159|297|  | |21 42 03.6|-10 50 08| 0.0662| 0.44| 17|20.47|19.85|   24|S|
325.5187|-10.8953|    6160|297|  | |21 42 04.5|-10 53 43| 0.0537| 0.39| 11|21.01|20.94|   18|S|
325.5192|-10.9733|    6161|297|  | |21 42 04.6|-10 58 24| 0.0591| 0.38| 48|21.35|21.59|   20|G|
325.5200|-10.9383|    6162|297|  | |21 42 04.8|-10 56 18| 0.0698| 0.28| 89|20.20|19.29|   31|S|
325.5208|-10.8494|    6163|297|  | |21 42 05.0|-10 50 58| 0.0412| 0.17| 85|21.39|21.70|   15|S|
325.5208|-10.8803|    6164|297|  | |21 42 05.0|-10 52 49| 0.0913| 0.14| 19|18.61|16.28|   72|S|
325.5229|-10.8906|    6165|297|  | |21 42 05.5|-10 53 26| 0.0412| 0.24| 25|21.29|21.51|   14|S|
325.5262|-10.9125|    6166|297|  | |21 42 06.3|-10 54 45| 0.0519| 0.38|159|21.48|21.86|   17|G|
325.5287|-10.9578|    6167|297|  | |21 42 06.9|-10 57 28| 0.0358| 0.28|  1|21.91|22.76|   10|F|
325.5300|-10.9497|    6168|297|  | |21 42 07.2|-10 56 59| 0.1719| 0.45| 27|17.71|14.94|  160|S|
325.5300|-10.9814|    6169|297|  | |21 42 07.2|-10 58 53| 0.0609| 0.47|172|21.23|21.33|   20|G|
325.5321|-10.8564|    6170|297|  | |21 42 07.7|-10 51 23| 0.0376| 0.03| 91|21.32|21.57|   14|S|
325.5337|-10.9261|    6171|297|  | |21 42 08.1|-10 55 34| 0.0716| 0.20| 24|19.60|18.13|   42|S|
325.5375|-10.8681|    6172|297|  | |21 42 09.0|-10 52 05| 0.0394| 0.03| 19|21.20|21.33|   15|S|
325.5375|-10.9597|    6173|297|  | |21 42 09.0|-10 57 35| 0.0501| 0.19|118|20.75|20.42|   20|S|
325.5383|-10.8183|    6174|297|  | |21 42 09.2|-10 49 06| 0.0501| 0.13| 56|21.40|21.70|   19|G|
325.5383|-10.8344|    6175|297|  | |21 42 09.2|-10 50 04| 0.0913| 0.11| 32|18.59|16.26|   75|S|
325.5392|-10.8475|    6176|297|  | |21 42 09.4|-10 50 51| 0.0716| 0.06| 24|19.25|17.45|   49|S|
325.5396|-10.8172|    6177|297|  | |21 42 09.5|-10 49 02| 0.0609| 0.38|135|20.73|20.36|   23|S|
325.5408|-10.8411|    6178|297|  | |21 42 09.8|-10 50 28| 0.0519| 0.45| 30|21.52|21.96|   15|S|
325.5421|-10.8428|    6179|297|  | |21 42 10.1|-10 50 34| 0.0412| 0.27| 46|21.75|22.41|   14|G|
325.5421|-10.9306|    6180|297|  | |21 42 10.1|-10 55 50| 0.0430| 0.41|172|21.91|22.76|   12|F|
325.5471|-10.9042|    6181|297|  | |21 42 11.3|-10 54 15| 0.0716| 0.31| 16|19.82|18.54|   36|S|
325.5483|-10.8919|    6182|297|  | |21 42 11.6|-10 53 31| 0.0501| 0.13| 70|20.66|20.22|   23|S|
325.5492|-10.9164|    6183|297|  | |21 42 11.8|-10 54 59| 0.0358| 0.14| 21|21.93|22.80|   12|F|
325.5500|-10.8211|    6184|297|  | |21 42 12.0|-10 49 16| 0.0555| 0.25|179|20.46|19.85|   23|S|
325.5504|-10.9042|    6185|297|  | |21 42 12.1|-10 54 15| 0.0734| 0.47| 23|20.78|20.44|   28|G|
325.5521|-10.9406|    6186|297|  | |21 42 12.5|-10 56 26| 0.0698| 0.05|158|19.34|17.63|   45|S|
325.5542|-10.8861|    6187|297|  | |21 42 13.0|-10 53 10| 0.0501| 0.36| 26|21.34|21.59|   17|S|
325.5550|-10.9661|    6188|297|  | |21 42 13.2|-10 57 58| 0.0519| 0.19| 22|20.63|20.18|   22|S|
325.5562|-10.8178|    6189|297|  | |21 42 13.5|-10 49 04| 0.0645| 0.36| 27|20.28|19.48|   27|S|
